San Juan,Carolina,Carolina,65003,DR. JOSÉ M. LÁZARO,Superior,1157
San Juan,Carolina,Carolina,66209,LUZ AMERICA CALDERÓN,Superior,1159
San Juan,Carolina,Carolina,67660,LOLA RODRÍGUEZ DE TIÓ,Secundaria,1158
San Juan,Carolina,Carolina,69930,GILBERTO CONCEPCIÓN DE GRACIA,Superior,1156
San Juan,Guaynabo,Trujillo Alto,60913,PETRA ZENÓN DE FABERY (SUP. VOC.),Superior,1765
San Juan,Guaynabo,Trujillo Alto,69047,MEDARDO CARAZO,Superior,1760
San Juan,Guaynabo,Guaynabo,75739,ROSALINA C. MARTINEZ,Secundaria,1306
San Juan,Guaynabo,Guaynabo,75812,JOSEFINA BARCELO,Superior,1303
San Juan,Guaynabo,Guaynabo,75838,MARGARITA JANER PALACIOS,Superior,1300
San Juan,San Juan I,San Juan,60038,JULIÁN BLANCO (ESC. BALLET) (ESPECIALIZADA),Todos Niveles,1705
San Juan,San Juan I,San Juan,61382,GABRIELA MISTRAL,Superior,1624
San Juan,San Juan I,San Juan,61390,JUAN JOSÉ OSUNA (ESPECIALIZADA),Secundaria,1631
San Juan,San Juan I,San Juan,61440,TRINA PADILLA DE SANZ,Superior,1637
San Juan,San Juan I,San Juan,61531,UNIVERSITY GARDENS (ESPECIALIZADA),Secundaria,1638
San Juan,San Juan I,San Juan,61572,CENTRAL ARTES VISUALES (ESPECIALIZADA),Secundaria,1700
San Juan,San Juan I,San Juan,61648,MADAME LUCHETTI,Superior,1711
San Juan,San Juan I,San Juan,61655,DR. FACUNDO BUESO,Superior,1690
San Juan,San Juan I,San Juan,61663,DR. JOSÉ CELSO BARBOSA,Secundaria,1693
San Juan,San Juan I,San Juan,61671,JOSÉ JULIÁN ACOSTA (ESPECIALIZADA),Secundaria,1715
San Juan,San Juan I,San Juan,61747,PADRE RUFO (ESPECIALIZADA),Secundaria,1716
San Juan,San Juan I,San Juan,61762,RAFAEL CORDERO,Superior,1703
San Juan,San Juan I,San Juan,63123,RAMÓN POWER Y GIRALT,Superior,1710
San Juan,San Juan I,San Juan,64402,ERNESTO RAMOS ANTONINI (ESPECIALIZADA),Secundaria,1650
San Juan,San Juan II,San Juan,62398,MIGUEL SUCH,Superior,1645
San Juan,San Juan II,San Juan,62422,ANTONIO SARRIERA EGOZCUE,Secundaria,1633
San Juan,San Juan II,San Juan,62547,JUAN PONCE DE LEÓN,Secundaria,1628
San Juan,San Juan II,San Juan,62661,AMALIA MARIN,Secundaria,1643
San Juan,San Juan II,San Juan,62877,REPÚBLICA DE COLOMBIA,Superior,1635
San Juan,San Juan II,San Juan,62901,INÉS M MENDOZA VDA. DE MUÑOZ MARIN,Todos Niveles,1625
San Juan,San Juan II,San Juan,62950,RAMÓN VILA MAYO,Superior,1640
San Juan,San Juan II,San Juan,62984,ALBERT EINSTEIN,Superior,1695
San Juan,San Juan II,San Juan,66241,DR. CESÁREO ROSA NIEVES,Secundaria,1691
San Juan,San Juan II,San Juan,67942,SUPERIOR BERWIND,Superior,1634
Caguas,Cidra,Cidra,21576,LUÍS MUÑOZ IGLESIAS,Todos Niveles,AAAA
Humacao,Fajardo,Culebra,37507,ECOLÓGICA DE CULEBRA,Todos Niveles,AAAA
San Juan,San Juan II,San Juan,64998,LCDO.GUILLERMO A. MOREAU,Todos Niveles,AAAA
