Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,103
San Juan,Guaynabo,75838,MARGARITA JANER PALACIOS,SPR,M,104
San Juan,Guaynabo,75838,MARGARITA JANER PALACIOS,SPR,F,105
Bayam¢n,Bayam¢n,73650,PEDRO P. CASABLANCA,SPR,M,106
San Juan,Guaynabo,75838,MARGARITA JANER PALACIOS,SPR,M,107
San Juan,Guaynabo,75838,MARGARITA JANER PALACIOS,SPR,M,108
Arecibo,Arecibo,18192,ESC. SUP. MARIA CADILLA DE MARTINEZ,SPR,M,109
Bayam¢n,Toa Baja,71670,PEDRO ALBIZU CAMPOS,SPR,F,110
San Juan,Guaynabo,75838,MARGARITA JANER PALACIOS,SPR,F,111
San Juan,Guaynabo,75838,MARGARITA JANER PALACIOS,SPR,F,112
San Juan,Guaynabo,75739,ROSALINA C. MARTINEZ,SCR,F,113
San Juan,Guaynabo,75739,ROSALINA C. MARTINEZ,SCR,F,114
San Juan,Guaynabo,75739,ROSALINA C. MARTINEZ,SCR,M,115
Bayam¢n,Toa Baja,70813,FRANCISCO OLLER,SPR,F,116
San Juan,Guaynabo,75739,ROSALINA C. MARTINEZ,SCR,F,117
San Juan,Guaynabo,75739,ROSALINA C. MARTINEZ,SCR,M,118
Bayam¢n,Toa Baja,71670,PEDRO ALBIZU CAMPOS,SPR,F,119
Bayam¢n,Bayam¢n,70623,TOMAS C. ONGAY,SPR,M,120
Bayam¢n,Corozal,71225,FRANCISCO MORALES,SPR,F,121
Bayam¢n,Corozal,71225,FRANCISCO MORALES,SPR,F,122
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,123
Bayam¢n,Corozal,71225,FRANCISCO MORALES,SPR,F,124
Caguas,Barranquitas,26021,LU÷S MU•OZ MARIN,SPR,M,125
Bayam¢n,Corozal,71225,FRANCISCO MORALES,SPR,M,126
Arecibo,Camuy,11593,GABRIELA MISTRAL,SCR,M,127
Arecibo,Camuy,11593,GABRIELA MISTRAL,SCR,F,128
Arecibo,Camuy,11593,GABRIELA MISTRAL,SCR,F,129
MayagÅez,San Sebast°an,47902,SUP. VOC. MANUEL M. LICIAGA,SPR,M,130
Arecibo,Camuy,11643,DOMINGO APONTE COLLAZO,SPR,M,131
Arecibo,Manat°,17350,PETRA CORRETJER DE O'NEILL,SPR,F,132
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,F,133
Arecibo,Camuy,12930,JUAN ALEJO ARIZMENDI,SPR,F,134
Arecibo,Camuy,17368,MANUEL RAMOS HERNµNDEZ,SPR,M,135
Ponce,Utuado,13318,JOSê VIZCARRONDO (S.U. µNGELES),SCR,F,136
Ponce,Utuado,13425,LU÷S MU•OZ RIVERA,SPR,F,137
Ponce,Utuado,17863,NUEVA SUPERIOR VOCACIONAL,SPR,F,138
Ponce,Utuado,17863,NUEVA SUPERIOR VOCACIONAL,SPR,M,139
Ponce,Utuado,17863,NUEVA SUPERIOR VOCACIONAL,SPR,M,140
Ponce,Utuado,13425,LU÷S MU•OZ RIVERA,SPR,M,141
Ponce,Utuado,17863,NUEVA SUPERIOR VOCACIONAL,SPR,F,142
Bayam¢n,Bayam¢n,70201,PABLO CASALS (ESPECIALIZADA),SCR,F,143
MayagÅez,MayagÅez,46219,EVA Y PATRIA CUSTODIO,SPR,F,144
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,F,145
Bayam¢n,Bayam¢n,70581,LU÷S PALES MATOS,SCR,F,146
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,147
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,M,148
Bayam¢n,Bayam¢n,70276,MIGUEL MELêNDEZ MU•OZ,SPR,M,149
Bayam¢n,Bayam¢n,70284,FRANCISCO MANRIQUE CABRERA,SPR,M,150
Bayam¢n,Bayam¢n,70623,TOMAS C. ONGAY,SPR,M,151
Humacao,Las Piedras,30973,RAM‡N POWER Y GIRALT,SPR,M,152
Caguas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,SPR,M,153
Bayam¢n,Bayam¢n,70623,TOMAS C. ONGAY,SPR,M,154
Bayam¢n,Bayam¢n,70086,SUPERIOR CACIQUE AGUEYBANA,SPR,F,155
Bayam¢n,Bayam¢n,70201,PABLO CASALS (ESPECIALIZADA),SCR,F,156
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,M,157
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,M,158
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,M,159
Bayam¢n,Bayam¢n,70623,TOMAS C. ONGAY,SPR,M,160
Bayam¢n,Bayam¢n,70615,MIGUEL DE CERVANTES SAAVEDRA,SPR,M,161
Bayam¢n,Bayam¢n,70581,LU÷S PALES MATOS,SCR,M,162
Bayam¢n,Bayam¢n,70581,LU÷S PALES MATOS,SCR,F,163
Bayam¢n,Bayam¢n,70581,LU÷S PALES MATOS,SCR,F,164
Bayam¢n,Bayam¢n,70615,MIGUEL DE CERVANTES SAAVEDRA,SPR,F,165
Bayam¢n,Bayam¢n,70581,LU÷S PALES MATOS,SCR,F,166
Bayam¢n,Bayam¢n,70623,TOMAS C. ONGAY,SPR,M,167
Bayam¢n,Bayam¢n,78733,FRANCISCO GAZTAMBIDE,SPR,M,168
Bayam¢n,Bayam¢n,78733,FRANCISCO GAZTAMBIDE,SPR,M,169
Arecibo,Vega Alta,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),SPR,M,170
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,171
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,172
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,173
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,174
Caguas,Barranquitas,20362,DR. JOSê N. GANDARA,SPR,M,175
Caguas,Barranquitas,20362,DR. JOSê N. GANDARA,SPR,F,176
Caguas,Gurabo,25601,ELOIZA PASCUAL,SPR,F,177
Caguas,Gurabo,25601,ELOIZA PASCUAL,SPR,F,178
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,179
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,180
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,181
Caguas,Gurabo,25601,ELOIZA PASCUAL,SPR,M,182
Caguas,Gurabo,20982,REPÈBLICA DE COSTA RICA,SPR,M,183
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,184
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,M,185
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,186
Caguas,Gurabo,20982,REPÈBLICA DE COSTA RICA,SPR,F,187
Caguas,Gurabo,20800,JOSê GAUTIER BEN÷TEZ,SPR,M,188
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,F,189
Caguas,Gurabo,20982,REPÈBLICA DE COSTA RICA,SPR,M,190
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,191
Caguas,Gurabo,20982,REPÈBLICA DE COSTA RICA,SPR,M,192
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,M,193
Caguas,Gurabo,25601,ELOIZA PASCUAL,SPR,F,194
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,M,195
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,M,196
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,197
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,M,198
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,199
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,M,200
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,201
Caguas,Gurabo,20800,JOSê GAUTIER BEN÷TEZ,SPR,M,202
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,203
Caguas,Gurabo,20800,JOSê GAUTIER BEN÷TEZ,SPR,F,204
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,205
Humacao,Yabucoa,28522,ANTONIO FERNOS ISERN,SPR,F,206
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,F,207
Caguas,Gurabo,20818,DR. JUAN JOSê OSUNA,SPR,M,208
Caguas,Gurabo,20982,REPÈBLICA DE COSTA RICA,SPR,F,209
Caguas,Gurabo,21055,MANUELA TORO MORICE,SPR,F,210
Caguas,Gurabo,20800,JOSê GAUTIER BEN÷TEZ,SPR,F,211
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,212
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,213
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,M,214
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,215
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,F,216
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,F,217
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,F,218
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,M,219
Bayam¢n,Toa Baja,71381,NICOLµS SEVILLA,SPR,M,220
Bayam¢n,Corozal,71225,FRANCISCO MORALES,SPR,F,221
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,M,222
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,223
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,224
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,M,225
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,226
Bayam¢n,Bayam¢n,70276,MIGUEL MELêNDEZ MU•OZ,SPR,F,227
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,M,228
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,229
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,230
Bayam¢n,Corozal,78857,RUBEN RODRIGUEZ FIGUEROA,SPR,F,231
Bayam¢n,Toa Baja,78931,ADELA ROLON FUENTES,SPR,F,232
Bayam¢n,Bayam¢n,70284,FRANCISCO MANRIQUE CABRERA,SPR,M,233
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,F,234
Bayam¢n,Bayam¢n,70516,DR AGUSTIN STAHL,SPR,F,235
Bayam¢n,Toa Baja,74039,MAR÷A TERESA PI•EIRO,SPR,M,236
Bayam¢n,Toa Baja,74039,MAR÷A TERESA PI•EIRO,SPR,F,237
Bayam¢n,Bayam¢n,70086,SUPERIOR CACIQUE AGUEYBANA,SPR,F,238
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,239
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,M,240
Arecibo,Vega Alta,71779,LADISLAO MART÷NEZ,SPR,F,241
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,242
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,243
Arecibo,Vega Alta,71779,LADISLAO MART÷NEZ,SPR,F,244
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,M,245
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,246
Arecibo,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),SPR,F,247
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,248
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,249
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,250
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,251
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,252
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,253
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,F,254
Caguas,Cidra,28571,ESCUELA SUPERIOR URBANA,SPR,M,255
Ponce,Ponce,52274,SUPERIOR JUAN SERRALLêS,SPR,F,256
Caguas,Guayama,28373,SUPERIOR URBANA,SPR,F,257
Humacao,Canovanas,35048,GEORGINA BAQUERO,SCR,M,258
San Juan,Carolina,61853,µNGEL P. MILLµN ROHENA SUPERIOR,SPR,F,259
Humacao,Canovanas,33340,LU÷S HERNAIZ VERONNE,SPR,M,260
Humacao,Canovanas,33340,LU÷S HERNAIZ VERONNE,SPR,M,261
San Juan,Carolina,67660,LOLA RODR÷GUEZ DE TI‡,SCR,F,262
Humacao,Las Piedras,34785,JOSê COLLAZO COLON,SPR,F,263
Humacao,Canovanas,35048,GEORGINA BAQUERO,SCR,M,264
San Juan,Carolina,61853,µNGEL P. MILLµN ROHENA SUPERIOR,SPR,M,265
Humacao,Fajardo,30247,SUP. DR. SANTIAGO VEVE CALZADA,SPR,F,266
Humacao,Fajardo,35766,ANA DELIA FLORES SANTANA VOC.,SPR,F,267
Humacao,Fajardo,35766,ANA DELIA FLORES SANTANA VOC.,SPR,M,268
Humacao,Fajardo,30247,SUP. DR. SANTIAGO VEVE CALZADA,SPR,M,269
San Juan,Carolina,69930,GILBERTO CONCEPCI‡N DE GRACIA,SPR,F,270
Humacao,Canovanas,36335,SUPERIOR VOCACIONAL,SPR,F,271
Humacao,Canovanas,36335,SUPERIOR VOCACIONAL,SPR,M,272
Humacao,Canovanas,36335,SUPERIOR VOCACIONAL,SPR,F,273
Humacao,Canovanas,31195,CARLOS ESCOBAR L‡PEZ,SPR,F,274
Humacao,Canovanas,36335,SUPERIOR VOCACIONAL,SPR,F,275
Humacao,Canovanas,33340,LU÷S HERNAIZ VERONNE,SPR,F,276
Humacao,Las Piedras,36012,ESC. BELLAS ARTES DE HUMACAO (ESPECIALIZADA),SCR,M,277
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,278
Caguas,Cidra,23531,SUP. MIGUEL MELêNDEZ MU•OZ,SPR,F,279
Caguas,Gurabo,20982,REPÈBLICA DE COSTA RICA,SPR,F,280
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,M,281
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,282
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,M,283
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,284
Caguas,Cidra,23531,SUP. MIGUEL MELêNDEZ MU•OZ,SPR,M,285
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,286
Caguas,Cidra,23531,SUP. MIGUEL MELêNDEZ MU•OZ,SPR,F,287
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,288
Caguas,Cidra,23531,SUP. MIGUEL MELêNDEZ MU•OZ,SPR,M,289
Caguas,Cidra,21105,BENJAMIN HARRISON,SPR,F,290
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,291
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,292
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,293
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,294
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,M,295
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,M,296
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,297
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,298
Caguas,Barranquitas,28530,SUPERIOR VOCACIONAL NUEVA,SPR,M,299
Caguas,Cidra,26013,ANA J. CANDELAS,SPR,F,300
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,301
Bayam¢n,Corozal,71225,FRANCISCO MORALES,SPR,F,302
Bayam¢n,Corozal,78857,RUBEN RODRIGUEZ FIGUEROA,SPR,M,303
Caguas,Barranquitas,21758,JUANA COLON,SPR,F,304
Caguas,Barranquitas,21758,JUANA COLON,SPR,M,305
Caguas,Barranquitas,21758,JUANA COLON,SPR,F,306
Caguas,Barranquitas,28530,SUPERIOR VOCACIONAL NUEVA,SPR,M,307
Caguas,Barranquitas,21758,JUANA COLON,SPR,M,308
Caguas,Cidra,27557,SUPERIOR VOCACIONAL,SPR,F,309
Caguas,Barranquitas,21758,JUANA COLON,SPR,M,310
Caguas,Guayama,36053,SUPERIOR URBANA NUEVA,SPR,F,311
Caguas,Guayama,28563,DRA. MAR÷A SOCORRO LACOT,SPR,M,312
Humacao,Yabucoa,35816,RAFAELINA E. LEBRON FLORES,SPR,M,313
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,F,314
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,F,315
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,M,316
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,F,317
Caguas,Guayama,28563,DRA. MAR÷A SOCORRO LACOT,SPR,F,318
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,F,319
Caguas,Guayama,28563,DRA. MAR÷A SOCORRO LACOT,SPR,F,320
Ponce,Ponce,52514,PONCE HIGH SCHOOL,SPR,F,321
Arecibo,Manat°,17350,PETRA CORRETJER DE O'NEILL,SPR,M,322
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,M,323
Caguas,Guayama,56820,STELLA MARQUEZ,SPR,M,324
Caguas,Guayama,26336,ADELA BRENES TEXIDOR,SCR,M,325
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,M,326
Caguas,Guayama,26336,ADELA BRENES TEXIDOR,SCR,M,327
Caguas,Guayama,28563,DRA. MAR÷A SOCORRO LACOT,SPR,F,328
Caguas,Guayama,56820,STELLA MARQUEZ,SPR,F,329
Caguas,Guayama,57281,EUGENIO GUERRA CRUZ,SCR,M,330
Caguas,Guayama,56820,STELLA MARQUEZ,SPR,F,331
Caguas,Guayama,28373,SUPERIOR URBANA,SPR,F,332
Humacao,Las Piedras,35592,FLORENCIA GARC÷A,SPR,F,333
Humacao,Las Piedras,34884,PETRA MERCADO,SPR,F,334
Humacao,Las Piedras,35592,FLORENCIA GARC÷A,SPR,M,335
Humacao,Las Piedras,30973,RAM‡N POWER Y GIRALT,SPR,M,336
Humacao,Las Piedras,30973,RAM‡N POWER Y GIRALT,SPR,M,337
Humacao,Yabucoa,28522,ANTONIO FERNOS ISERN,SPR,M,338
Humacao,Las Piedras,35501,SUP. VOC. MANUEL MEDIAVILLA,SPR,M,339
Humacao,Yabucoa,31542,SUP. ALFONSO CASTA MART÷NEZ,SPR,M,340
Humacao,Yabucoa,35816,RAFAELINA E. LEBRON FLORES,SPR,M,341
Humacao,Yabucoa,35816,RAFAELINA E. LEBRON FLORES,SPR,F,342
Caguas,Guayama,24810,RAFAEL L‡PEZ LANDRON,SPR,M,343
Humacao,Yabucoa,35816,RAFAELINA E. LEBRON FLORES,SPR,M,344
Caguas,Guayama,28563,DRA. MAR÷A SOCORRO LACOT,SPR,M,345
